"LibN3etdemi";"N1";"LibN1";"N2";"LibN2";"N3";"LibN3";"N3etdemi";"N4";"LibN4";"IntituleInsee"
"Techniciens - Mécanique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";474;"474a";"Dessinateurs en construction mécanique et travail des métaux";"Dessinateur chef de groupe (mécanique, travail des métaux) (sauf cadre)"
"Techniciens - Mécanique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";474;"474c";"Techniciens de fabrication et de contrôle-qualité en construction mécanique et travail des métaux";"Technicien (mécanique, travail des métaux)(production)"
"Techniciens - Mécanique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";474;"474a";"Dessinateurs en construction mécanique et travail des métaux";"Dessinateur p1,p2 (mécanique, travail des métaux) (sauf cadre)"
"Techniciens - Mécanique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";474;"474c";"Techniciens de fabrication et de contrôle-qualité en construction mécanique et travail des métaux";"Technicien de forge (production)"
"Techniciens - Mécanique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";474;"474c";"Techniciens de fabrication et de contrôle-qualité en construction mécanique et travail des métaux";"Technicien en carrosserie"
"Techniciens - Mécanique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";474;"474b";"Techniciens de recherche-développement et des méthodes de fabrication en construction mécanique et travail des métaux";"Chef de bureau d'études (mécanique, travail des métaux) (TECH,AM)"
"Techniciens - Mécanique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";474;"474b";"Techniciens de recherche-développement et des méthodes de fabrication en construction mécanique et travail des métaux";"Contrôleur en aéronautique (TECH)"
"Techniciens - Mécanique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";474;"474a";"Dessinateurs en construction mécanique et travail des métaux";"Dessinateur industriel (mécanique, travail des métaux) (sauf cadre)"
"Techniciens - Mécanique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";474;"474b";"Techniciens de recherche-développement et des méthodes de fabrication en construction mécanique et travail des métaux";"Prototypiste en mécanique (TECH)"
"Techniciens - Mécanique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";474;"474a";"Dessinateurs en construction mécanique et travail des métaux";"Dessinateur en construction mécanique (sauf cadre)"
"Techniciens - Mécanique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";474;"474c";"Techniciens de fabrication et de contrôle-qualité en construction mécanique et travail des métaux";"Agent technique de plate-forme (mécanique)"
"Techniciens - Mécanique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";474;"474a";"Dessinateurs en construction mécanique et travail des métaux";"Dessinateur chef de projet (mécanique, travail des métaux) (sauf cadre)"
"Techniciens - Mécanique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";474;"474a";"Dessinateurs en construction mécanique et travail des métaux";"Dessinateur d'études (mécanique, travail des métaux) (sauf cadre)"
"Techniciens - Mécanique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";474;"474a";"Dessinateurs en construction mécanique et travail des métaux";"Dessinateur principal (mécanique, travail des métaux) (sauf cadre)"
"Techniciens - Mécanique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";474;"474c";"Techniciens de fabrication et de contrôle-qualité en construction mécanique et travail des métaux";"Technicien de contrôle-qualité en mécanique, travail des métaux"
"Techniciens - Mécanique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";474;"474b";"Techniciens de recherche-développement et des méthodes de fabrication en construction mécanique et travail des métaux";"Technicien de méthodes (mécanique, travail des métaux) (TECH,AM)"
"Techniciens - Mécanique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";474;"474a";"Dessinateurs en construction mécanique et travail des métaux";"Projeteur (mécanique, travail des métaux) (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463e";"Techniciens commerciaux et technico-commerciaux, représentants auprès de particuliers (hors banque, assurance, informatique)";"Agent immobilier (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463d";"Techniciens commerciaux et technico-commerciaux, représentants en services auprès d'entreprises ou de professionnels (hors banque, assurance, informatique)";"Représentant en appareils de jeux (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463a";"Techniciens commerciaux et technico-commerciaux, représentants en informatique";"Conseiller commercial (VPC)(informatique) (TECH,QND)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463c";"Techniciens commerciaux et technico-commerciaux, représentants en biens de consommation auprès d'entreprises";"Représentant en confiserie (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463e";"Techniciens commerciaux et technico-commerciaux, représentants auprès de particuliers (hors banque, assurance, informatique)";"Représentant auprès de particuliers"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463d";"Techniciens commerciaux et technico-commerciaux, représentants en services auprès d'entreprises ou de professionnels (hors banque, assurance, informatique)";"Représentant (transports) (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463a";"Techniciens commerciaux et technico-commerciaux, représentants en informatique";"Attaché commercial en matériel de bureau"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463d";"Techniciens commerciaux et technico-commerciaux, représentants en services auprès d'entreprises ou de professionnels (hors banque, assurance, informatique)";"VRP (services auprès d'entreprises) (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463e";"Techniciens commerciaux et technico-commerciaux, représentants auprès de particuliers (hors banque, assurance, informatique)";"Démarcheur en produits de beauté"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463c";"Techniciens commerciaux et technico-commerciaux, représentants en biens de consommation auprès d'entreprises";"VRP (biens de consommation auprès d'entreprises) (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463b";"Techniciens commerciaux et technico-commerciaux, représentants en biens d'équipement, en biens intermédiaires, commerce interindustriel (hors informatique)";"Conseiller commercial (VPC)(biens d'équipement, biens intermédiaires) (TECH,QND)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463e";"Techniciens commerciaux et technico-commerciaux, représentants auprès de particuliers (hors banque, assurance, informatique)";"Vendeur en immobilier"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463a";"Techniciens commerciaux et technico-commerciaux, représentants en informatique";"Représentant en reprographie (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463b";"Techniciens commerciaux et technico-commerciaux, représentants en biens d'équipement, en biens intermédiaires, commerce interindustriel (hors informatique)";"Agent commercial (mécanique) (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463d";"Techniciens commerciaux et technico-commerciaux, représentants en services auprès d'entreprises ou de professionnels (hors banque, assurance, informatique)";"Représentant en services (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463d";"Techniciens commerciaux et technico-commerciaux, représentants en services auprès d'entreprises ou de professionnels (hors banque, assurance, informatique)";"Représentant en sous traitance (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463b";"Techniciens commerciaux et technico-commerciaux, représentants en biens d'équipement, en biens intermédiaires, commerce interindustriel (hors informatique)";"VRP (biens d'équipement, biens intermédiaires) (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463d";"Techniciens commerciaux et technico-commerciaux, représentants en services auprès d'entreprises ou de professionnels (hors banque, assurance, informatique)";"Visiteur médical"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463e";"Techniciens commerciaux et technico-commerciaux, représentants auprès de particuliers (hors banque, assurance, informatique)";"VRP (auprès de particuliers)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463d";"Techniciens commerciaux et technico-commerciaux, représentants en services auprès d'entreprises ou de professionnels (hors banque, assurance, informatique)";"Conseiller commercial (VPC)(services auprès d'entreprises) (TECH,QND)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463b";"Techniciens commerciaux et technico-commerciaux, représentants en biens d'équipement, en biens intermédiaires, commerce interindustriel (hors informatique)";"Représentant (énergie, btp) (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463c";"Techniciens commerciaux et technico-commerciaux, représentants en biens de consommation auprès d'entreprises";"Représentant (produits agricoles et alimentaires) (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463c";"Techniciens commerciaux et technico-commerciaux, représentants en biens de consommation auprès d'entreprises";"Représentant (s.a.i.) (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463e";"Techniciens commerciaux et technico-commerciaux, représentants auprès de particuliers (hors banque, assurance, informatique)";"Démarcheur au porte à porte (hors assurances)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463c";"Techniciens commerciaux et technico-commerciaux, représentants en biens de consommation auprès d'entreprises";"Représentant en confection (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463d";"Techniciens commerciaux et technico-commerciaux, représentants en services auprès d'entreprises ou de professionnels (hors banque, assurance, informatique)";"Représentant en recouvrement de créances (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463e";"Techniciens commerciaux et technico-commerciaux, représentants auprès de particuliers (hors banque, assurance, informatique)";"Conseiller commercial (VPC) (auprès de particuliers) (TECH,QND)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463e";"Techniciens commerciaux et technico-commerciaux, représentants auprès de particuliers (hors banque, assurance, informatique)";"Décorateur conseil (commerce de meuble)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463e";"Techniciens commerciaux et technico-commerciaux, représentants auprès de particuliers (hors banque, assurance, informatique)";"Démarcheur en livres"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463c";"Techniciens commerciaux et technico-commerciaux, représentants en biens de consommation auprès d'entreprises";"Représentant (commerce de gros, intermédiaires) (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463e";"Techniciens commerciaux et technico-commerciaux, représentants auprès de particuliers (hors banque, assurance, informatique)";"Vendeur porte à porte"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463c";"Techniciens commerciaux et technico-commerciaux, représentants en biens de consommation auprès d'entreprises";"Représentant (biens de consommation) (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463a";"Techniciens commerciaux et technico-commerciaux, représentants en informatique";"Assistant commercial (informatique) (TECH,QND)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463b";"Techniciens commerciaux et technico-commerciaux, représentants en biens d'équipement, en biens intermédiaires, commerce interindustriel (hors informatique)";"Vendeur (de gros) de matériaux (TECH,AM )"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463b";"Techniciens commerciaux et technico-commerciaux, représentants en biens d'équipement, en biens intermédiaires, commerce interindustriel (hors informatique)";"Représentant en véhicules industriels (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463b";"Techniciens commerciaux et technico-commerciaux, représentants en biens d'équipement, en biens intermédiaires, commerce interindustriel (hors informatique)";"Représentant en sanitaire (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463b";"Techniciens commerciaux et technico-commerciaux, représentants en biens d'équipement, en biens intermédiaires, commerce interindustriel (hors informatique)";"Représentant (biens d'équipements) (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463d";"Techniciens commerciaux et technico-commerciaux, représentants en services auprès d'entreprises ou de professionnels (hors banque, assurance, informatique)";"Démarcheur en publicité (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463e";"Techniciens commerciaux et technico-commerciaux, représentants auprès de particuliers (hors banque, assurance, informatique)";"Démonstratrice Tupperware"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463b";"Techniciens commerciaux et technico-commerciaux, représentants en biens d'équipement, en biens intermédiaires, commerce interindustriel (hors informatique)";"Vendeur de fournitures industrielles (TECH,AM )"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463d";"Techniciens commerciaux et technico-commerciaux, représentants en services auprès d'entreprises ou de professionnels (hors banque, assurance, informatique)";"Délégué médical"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463b";"Techniciens commerciaux et technico-commerciaux, représentants en biens d'équipement, en biens intermédiaires, commerce interindustriel (hors informatique)";"Représentant (biens intermédiaires) (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463e";"Techniciens commerciaux et technico-commerciaux, représentants auprès de particuliers (hors banque, assurance, informatique)";"Vendeur d'automobiles (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463b";"Techniciens commerciaux et technico-commerciaux, représentants en biens d'équipement, en biens intermédiaires, commerce interindustriel (hors informatique)";"Représentant en fournitures industrielles (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463c";"Techniciens commerciaux et technico-commerciaux, représentants en biens de consommation auprès d'entreprises";"Agent commercial en alimentation (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463d";"Techniciens commerciaux et technico-commerciaux, représentants en services auprès d'entreprises ou de professionnels (hors banque, assurance, informatique)";"Démarcheur intérim (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463b";"Techniciens commerciaux et technico-commerciaux, représentants en biens d'équipement, en biens intermédiaires, commerce interindustriel (hors informatique)";"Représentant en matériaux (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463c";"Techniciens commerciaux et technico-commerciaux, représentants en biens de consommation auprès d'entreprises";"Représentant en textile (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463a";"Techniciens commerciaux et technico-commerciaux, représentants en informatique";"Représentant en matériel informatique (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463b";"Techniciens commerciaux et technico-commerciaux, représentants en biens d'équipement, en biens intermédiaires, commerce interindustriel (hors informatique)";"Représentant en lubrifiants (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463b";"Techniciens commerciaux et technico-commerciaux, représentants en biens d'équipement, en biens intermédiaires, commerce interindustriel (hors informatique)";"Représentant en matériel agricole (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463b";"Techniciens commerciaux et technico-commerciaux, représentants en biens d'équipement, en biens intermédiaires, commerce interindustriel (hors informatique)";"Représentant en combustibles (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463b";"Techniciens commerciaux et technico-commerciaux, représentants en biens d'équipement, en biens intermédiaires, commerce interindustriel (hors informatique)";"Représentant en machines outil (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463c";"Techniciens commerciaux et technico-commerciaux, représentants en biens de consommation auprès d'entreprises";"Conseiller commercial (VPC) (biens de consommation auprès d'entreprises) (TECH,QND)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463c";"Techniciens commerciaux et technico-commerciaux, représentants en biens de consommation auprès d'entreprises";"Représentant en alimentation (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463b";"Techniciens commerciaux et technico-commerciaux, représentants en biens d'équipement, en biens intermédiaires, commerce interindustriel (hors informatique)";"Représentant (commerce de gros interindustriel) (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463b";"Techniciens commerciaux et technico-commerciaux, représentants en biens d'équipement, en biens intermédiaires, commerce interindustriel (hors informatique)";"Représentant en pièces détachées (sauf cadre)"
"Techniciens des forces de vente";4;"Professions Intermédiaires";46;"Professions intermédiaires administratives et commerciales des entreprises";46;"Professions intermédiaires administratives et commerciales des entreprises";463;"463b";"Techniciens commerciaux et technico-commerciaux, représentants en biens d'équipement, en biens intermédiaires, commerce interindustriel (hors informatique)";"Représentant en produits métallurgiques (sauf cadre)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479a";"Techniciens des laboratoires de recherche publique ou de l'enseignement";"Agent de laboratoire (enseignement, recherche publique) (TECH,AM)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479a";"Techniciens des laboratoires de recherche publique ou de l'enseignement";"Technicien de laboratoire(enseignement, recherche publique) (sauf cadre)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479b";"Experts salariés ou indépendants de niveau technicien, techniciens divers";"Dessinateur en électricité-électronique (NON SAL/IND.)(0 A 9,ND)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479a";"Techniciens des laboratoires de recherche publique ou de l'enseignement";"Technicien de recherche (sauf cadre)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479a";"Techniciens des laboratoires de recherche publique ou de l'enseignement";"Technicien de laboratoire ponts et chaussées"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479b";"Experts salariés ou indépendants de niveau technicien, techniciens divers";"Oenologue (NON SAL/IND.)(0 A 9,ND)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479a";"Techniciens des laboratoires de recherche publique ou de l'enseignement";"Technicien de recherche et de formation (sauf cadre)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479b";"Experts salariés ou indépendants de niveau technicien, techniciens divers";"Technicien conseil"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479b";"Experts salariés ou indépendants de niveau technicien, techniciens divers";"Technicien conseil (NON SAL/IND.)(0 A 9,ND)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479a";"Techniciens des laboratoires de recherche publique ou de l'enseignement";"Assistant ingénieur (sauf cadre)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479a";"Techniciens des laboratoires de recherche publique ou de l'enseignement";"Biochimiste (sauf médecin)(recherche publique) (TECH)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479b";"Experts salariés ou indépendants de niveau technicien, techniciens divers";"Technicien chimiste, biologiste (NON SAL/IND.)(0 A 9,ND)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479a";"Techniciens des laboratoires de recherche publique ou de l'enseignement";"Technicien CNRS"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479b";"Experts salariés ou indépendants de niveau technicien, techniciens divers";"Projeteur en construction électrique (NON SAL/IND.)(0 A 9,ND)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479b";"Experts salariés ou indépendants de niveau technicien, techniciens divers";"Météorologiste (sauf Etat) (sauf cadre,QND)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479a";"Techniciens des laboratoires de recherche publique ou de l'enseignement";"Technicien en électronique (recherche publique, enseignement)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479b";"Experts salariés ou indépendants de niveau technicien, techniciens divers";"Technicien en métrologie"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479b";"Experts salariés ou indépendants de niveau technicien, techniciens divers";"Hydrographe (NON SAL/IND.)(0 A 9,ND)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479b";"Experts salariés ou indépendants de niveau technicien, techniciens divers";"Maître d'oeuvre (bâtiment) (sauf architecte) (NON SAL/IND.)(0 A 9,ND)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479a";"Techniciens des laboratoires de recherche publique ou de l'enseignement";"Biologiste (sauf médecin)(recherche publique) (TECH)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479a";"Techniciens des laboratoires de recherche publique ou de l'enseignement";"Technicien (enseignement, recherche publique)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479a";"Techniciens des laboratoires de recherche publique ou de l'enseignement";"Technicien CEA"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479b";"Experts salariés ou indépendants de niveau technicien, techniciens divers";"Dessinateur vérificateur (btp) (NON SAL/IND.)(0 A 9,ND)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479a";"Techniciens des laboratoires de recherche publique ou de l'enseignement";"Technicien de recherche (recherche publique)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479b";"Experts salariés ou indépendants de niveau technicien, techniciens divers";"Expert technique (NON SAL/IND.)(0 A 9,ND)"
"Techniciens experts et techniciens de la recherche publique";4;"Professions Intermédiaires";47;"Techniciens";47;"Techniciens";479;"479b";"Experts salariés ou indépendants de niveau technicien, techniciens divers";"Géomètre topographe (NON SAL/IND.)(0 A 9,ND)"
